stem,gan_edge_iou,gan_chamfer,gan_sketch_lpips,gan_psnr,gan_ssim,gan_lpips,gan_bnd_lpips,gan_face_lpips,gan_arcface_cos,dit_edge_iou,dit_chamfer,dit_sketch_lpips,dit_psnr,dit_ssim,dit_lpips,dit_bnd_lpips,dit_face_lpips,dit_arcface_cos
braid_4138,0.06957717926440776,4.116127571815143,0.8164669275283813,11.24716307905956,0.5474429931662884,0.3628316819667816,0.01844630017876625,0.0024315621703863144,0.8959421515464783,0.0696600434647625,4.024516829412729,0.7905555963516235,12.639102642852754,0.5819777652218928,0.3502141237258911,0.013552497141063213,0.0,0.8470500707626343
braid_4143,0.11334274237324937,3.1855782274967597,0.6719458699226379,11.184088427892732,0.7238093318648451,0.21907618641853333,0.012606055475771427,0.002744833007454872,0.7981830835342407,0.11071171818835371,3.312823500372532,0.7152586579322815,11.502165432569907,0.6947462486140096,0.2584304213523865,0.026836857199668884,0.0,0.8341490626335144
braid_4144,0.1176077067166176,1.709390965973413,0.45026281476020813,9.94757360317368,0.806019567301474,0.20053288340568542,0.028411321341991425,0.0109315887093544,0.7277792692184448,0.1248513674197384,1.67748670332933,0.44844478368759155,12.316722820616237,0.8074932749163337,0.17352861166000366,0.019447525963187218,0.0,0.7762528657913208
braid_4151,0.11166769420468557,1.9404832090035393,0.7061389088630676,12.815611710908696,0.6539043236054154,0.2985767722129822,0.03977074474096298,0.004742591176182032,0.7339538335800171,0.11141157382368848,1.911623735640107,0.7175502777099609,14.17502949115505,0.6585823450468236,0.3094682991504669,0.02068115770816803,0.0,0.789478600025177
braid_4156,0.09383080901366826,2.778817754419072,0.7225704193115234,11.205206405378798,0.6712748215689701,0.2957797646522522,0.04833917319774628,0.0028301216661930084,0.7909703254699707,0.09678327584993313,2.809833535287337,0.7629149556159973,11.761207900797999,0.6814433952985647,0.31247827410697937,0.0326143242418766,0.0,0.8105019330978394
braid_4159,0.0834924965893588,2.6519641035408688,0.6588322520256042,11.774051482079251,0.6721881956023413,0.28366655111312866,0.008212474174797535,0.004513790365308523,0.8142591714859009,0.08712121212121213,2.637794519637348,0.7280019521713257,13.090281711606579,0.6518346760580563,0.3474147319793701,0.007421109359711409,0.0,0.7780663371086121
braid_4160,0.09205923941355958,3.5215439658208045,0.8595215678215027,11.646446213234283,0.5634074236094663,0.3326152563095093,0.05874145030975342,0.007619989104568958,0.7010703682899475,0.09006909850554395,3.4396929977647694,0.8078818321228027,12.449226316625898,0.5761970996460525,0.3309977054595947,0.031737711280584335,0.0,0.7191400527954102
braid_4161,0.0942193461148404,2.472468189371804,0.693832278251648,11.924225666711333,0.6474828076499457,0.2437283992767334,0.01002378948032856,0.0018433347577229142,0.7501419186592102,0.09708881335894784,2.4113295420698755,0.7142459154129028,13.142446355830224,0.6518046609381268,0.24854713678359985,0.0187130868434906,0.0,0.832218587398529
braid_4175,0.12318201851035698,1.6884924893155626,0.5869221091270447,11.19547854077516,0.7161210740628102,0.23317798972129822,0.017284536734223366,0.005953948479145765,0.7827536463737488,0.12669193286410396,1.6170390494325595,0.6121624708175659,12.745362970529309,0.7107569087430766,0.21675832569599152,0.015442985109984875,0.0,0.8577336668968201
braid_4185,0.08505361441388869,2.649489498295297,0.9954883456230164,10.609177544610183,0.4366690686371035,0.4970126450061798,0.04472597315907478,0.004132823087275028,0.8197756409645081,0.08742951907131012,2.614536550607705,1.0556930303573608,12.161080556491456,0.4281843909783398,0.4987046718597412,0.041574470698833466,0.0,0.7943580150604248
braid_4196,0.0844833389431168,3.1552600162987496,0.7507643699645996,13.946581616148624,0.634858623768185,0.27694812417030334,0.029875826090574265,0.0035028187558054924,0.7979128360748291,0.08320172886709334,3.2024666591915234,0.7869810461997986,15.267090313320331,0.6521430123674806,0.27595987915992737,0.015754016116261482,0.0,0.7784656882286072
braid_4201,0.09141561998300123,2.8995745696709854,0.8141396045684814,13.777659255449208,0.6122045785095548,0.29470857977867126,0.019230306148529053,0.00802129041403532,0.8400132060050964,0.09343216686778141,2.903234342294759,0.9025712609291077,13.407086786886257,0.5913799113859273,0.34932488203048706,0.01857314258813858,0.0,0.8206527829170227
braid_4203,0.08424724030060048,3.1492642984699484,0.9964105486869812,11.361486417388795,0.3905095524960398,0.4326586425304413,0.009463783353567123,0.0035175879020243883,0.5722179412841797,0.08169478170552631,3.2202734264497934,1.0240949392318726,12.071182008410142,0.3981637444545068,0.502048134803772,0.010388574562966824,0.0,0.5733157396316528
braid_4211,0.12491005900129515,1.652132797966227,0.592402458190918,14.080538577577151,0.798113183616298,0.23612791299819946,0.06429147720336914,0.0029719630256295204,0.8110118508338928,0.1393153965347232,1.608404026217941,0.6335418224334717,13.91964170179497,0.7841407467730556,0.23787365853786469,0.04612748324871063,0.0,0.8393385410308838
